,Z,N,A,half_life,half_life_unit,half_life_type,br_alpha,br_alpha_type,half_life_alpha,half_life_alpha_unit,Q_alpha,Q_alpha_unit
227Np,93,134,227,0.51,s,symmetric,100.0,unreported,0.51,s,7.8164881,MeV
237Np,93,144,237,2144000,y,symmetric,100.0,symmetric,67659494400000.0,s,4.957273,MeV
236Np,93,143,236,155000,y,symmetric,0.16,symmetric,3057142500000000.0,s,5.006629,MeV
235Np,93,142,235,396.1,d,symmetric,0.0026,symmetric,1316270769230.7693,s,5.1937905,MeV
234Np,93,141,234,4.4,d,symmetric,,,,,5.3563467000000005,MeV
233Np,93,140,233,36.2,m,symmetric,0.0007,limit,310285714.2857143,s,5.6267668,MeV
224Pu,94,130,224,,,,,,,,9.842,MeV
226Pu,94,132,226,,,,,,,,8.932,MeV
225Pu,94,131,225,,,,,,,,9.355,MeV
221Pu,94,127,221,,,,,,,,10.534,MeV
223Pu,94,129,223,,,,,,,,10.4,MeV
222Pu,94,128,222,,,,,,,,10.74,MeV
246Pu,94,152,246,10.84,d,symmetric,,,,,4.3500000000000005,MeV
245Pu,94,151,245,10.54,h,symmetric,,,,,4.556,MeV
247Pu,94,153,247,2.27,d,symmetric,,,,,4.305,MeV
244Pu,94,150,244,81300000,y,symmetric,99.877,symmetric,2568792494768565.5,s,4.6656077,MeV
243Pu,94,149,243,4.955,h,symmetric,,,,,4.7569774,MeV
242Pu,94,148,242,375000,y,symmetric,100.0,unreported,11834100000000.0,s,4.9842281999999996,MeV
239Pu,94,145,239,24109,y,symmetric,100.0,symmetric,760822178400.0,s,5.244521600000001,MeV
238Pu,94,144,238,87.7,y,symmetric,100.0,symmetric,2767601520.0,s,5.5932729,MeV
241Pu,94,147,241,14.329,y,symmetric,0.00245,symmetric,18456687771428.574,s,5.140066399999999,MeV
240Pu,94,146,240,6562.2,y,symmetric,100.0,symmetric,207087282720.0,s,5.2558215,MeV
235Pu,94,141,235,25.3,m,symmetric,0.0028,symmetric,54214285.71428572,s,5.951478900000001,MeV
234Pu,94,140,234,8.8,h,symmetric,6.0,approximation,528000.0000000001,s,6.3100537,MeV
237Pu,94,143,237,45.64,d,symmetric,0.0032,symmetric,123228000000.0,s,5.7476353,MeV
236Pu,94,142,236,2.858,y,symmetric,100.0,symmetric,90191620.8,s,5.8671471,MeV
232Pu,94,138,232,33.1,m,symmetric,11.0,symmetric,18054.545454545456,s,6.715998,MeV
231Pu,94,137,231,8.6,m,symmetric,10.0,asymmetric,5159.999999999999,s,6.838627499999999,MeV
233Pu,94,139,233,20.9,m,symmetric,0.12,symmetric,1045000.0000000001,s,6.4162999,MeV
228Pu,94,134,228,1.1,s,asymmetric,100.0,unreported,1.1,s,7.9402027,MeV
227Pu,94,133,227,,,,,,,,8.3,MeV
230Pu,94,136,230,107,s,symmetric,100.0,symmetric,107.0,s,7.1784564,MeV
229Pu,94,135,229,83,s,asymmetric,50.0,symmetric,166.0,s,7.598006900000001,MeV
230Am,95,135,230,36,s,asymmetric,,,,,7.63,MeV
229Am,95,134,229,0.9,s,asymmetric,100.0,approximation,0.9,s,8.1373999,MeV
228Am,95,133,228,,,,,,,,8.392,MeV
227Am,95,132,227,,,,,,,,9.096,MeV
234Am,95,139,234,2.32,m,symmetric,0.04,limit,347999.99999999994,s,6.8,MeV
233Am,95,138,233,3.2,m,symmetric,4.5,symmetric,4266.666666666667,s,7.059,MeV
232Am,95,137,232,1.31,m,symmetric,,,,,7.17,MeV
231Am,95,136,231,,,,,,,,7.406000000000001,MeV
237Am,95,142,237,73,m,symmetric,0.025,symmetric,17520000.0,s,6.196,MeV
236Am,95,141,236,3.6,m,symmetric,0.004,limit,5400000.0,s,6.2561998999999995,MeV
235Am,95,140,235,10.3,m,symmetric,0.4,symmetric,154500.0,s,6.5759999,MeV
241Am,95,146,241,432.6,y,symmetric,100.0,unreported,13651817760.0,s,5.6378203000000005,MeV
240Am,95,145,240,50.9,h,symmetric,0.00019,approximation,96442105263.15788,s,5.7071000000000005,MeV
239Am,95,144,239,11.9,h,symmetric,0.01,symmetric,428400000.0,s,5.9223999,MeV
238Am,95,143,238,97.4,m,symmetric,0.0001,symmetric,5844000000.000001,s,6.041699899999999,MeV
244Am,95,149,244,10.02,h,symmetric,,,,,5.1379904,MeV
243Am,95,148,243,7345,y,symmetric,100.0,unreported,231790572000.0,s,5.4390849,MeV
242Am,95,147,242,16.02,h,symmetric,,,,,5.5885003,MeV
248Am,95,153,248,,,,,,,,4.898,MeV
247Am,95,152,247,23,m,symmetric,,,,,4.922,MeV
246Am,95,151,246,39,m,symmetric,,,,,5.152,MeV
245Am,95,150,245,2.047,h,asymmetric,,,,,5.1603857,MeV
223Am,95,128,223,5.2,ms,asymmetric,100.0,approximation,0.005200000000000001,s,10.838000000000001,MeV
224Am,95,129,224,,,,,,,,10.361,MeV
226Am,95,131,226,,,,,,,,9.27,MeV
225Am,95,130,225,,,,,,,,10.055,MeV
249Am,95,154,249,,,,,,,,4.829,MeV
237Cm,96,141,237,,,,,,,,6.7703999,MeV
236Cm,96,140,236,6.8,m,symmetric,18.0,symmetric,2266.6666666666665,s,7.066989700000001,MeV
232Cm,96,136,232,,,,,,,,7.8,MeV
231Cm,96,135,231,,,,,,,,8.075,MeV
234Cm,96,138,234,50,s,asymmetric,27.0,approximation,185.18518518518516,s,7.3653254,MeV
233Cm,96,137,233,23,s,asymmetric,20.0,symmetric,115.0,s,7.4734999,MeV
235Cm,96,139,235,300,s,asymmetric,1.0,asymmetric,30000.0,s,7.28,MeV
246Cm,96,150,246,4757,y,symmetric,99.97385,symmetric,150158769718.28134,s,5.4751197000000005,MeV
248Cm,96,152,248,348471,y,symmetric,91.61,symmetric,12004048062001.965,s,5.161810900000001,MeV
247Cm,96,151,247,15600000,y,symmetric,100.0,unreported,492298560000000.0,s,5.3536281,MeV
239Cm,96,143,239,2.5,h,symmetric,0.001,limit,899999999.9999999,s,6.5396999,MeV
238Cm,96,142,238,2.2,h,symmetric,3.84,symmetric,206250.00000000003,s,6.670301,MeV
241Cm,96,145,241,32.8,d,symmetric,1.0,symmetric,283391999.99999994,s,6.1851918999999995,MeV
240Cm,96,144,240,30.4,d,symmetric,99.5,limit,2639758.793969849,s,6.3977981,MeV
243Cm,96,147,243,29.18,y,symmetric,99.71,symmetric,923529002.1061077,s,6.1687999,MeV
242Cm,96,146,242,162.88,d,symmetric,100.0,symmetric,14072832.0,s,6.2156349,MeV
245Cm,96,149,245,8245,y,symmetric,100.0,symmetric,260192412000.0,s,5.6244928000000005,MeV
244Cm,96,148,244,18.112,y,symmetric,100.0,approximation,571571251.1999999,s,5.9015999,MeV
250Cm,96,154,250,8300,y,approximation,,,,,5.1698993,MeV
249Cm,96,153,249,64.15,m,symmetric,,,,,5.1476071,MeV
252Cm,96,156,252,,,,,,,,,
251Cm,96,155,251,16.8,m,symmetric,,,,,5.013,MeV
238Bk,97,141,238,144,s,symmetric,,,,,7.33,MeV
239Bk,97,142,239,,,,1.0,limit,,,7.2,MeV
240Bk,97,143,240,4.8,m,symmetric,,,,,7.199,MeV
241Bk,97,144,241,4.6,m,symmetric,,,,,6.986,MeV
242Bk,97,145,242,7,m,symmetric,1.0,limit,42000.0,s,6.906000000000001,MeV
243Bk,97,146,243,4.6,h,symmetric,0.15,approximation,11040000.0,s,6.8743533,MeV
244Bk,97,147,244,5.02,h,symmetric,0.006,symmetric,301199999.99999994,s,6.7787999,MeV
245Bk,97,148,245,4.96,d,symmetric,0.12,symmetric,357120000.00000006,s,6.4545246,MeV
246Bk,97,149,246,1.8,d,symmetric,,,,,6.0739824,MeV
247Bk,97,150,247,1380,y,symmetric,100.0,approximation,43549488000.0,s,5.8895999,MeV
248Bk,97,151,248,9,y,limit,,,,,5.827001500000001,MeV
233Bk,97,136,233,21,s,asymmetric,0.0,limit,,,8.166,MeV
234Bk,97,137,234,19,s,asymmetric,80.0,limit,23.75,s,8.0985999,MeV
235Bk,97,138,235,,,,,,,,7.9350000000000005,MeV
236Bk,97,139,236,22,s,asymmetric,17.0,approximation,129.41176470588235,s,7.697,MeV
237Bk,97,140,237,,,,,,,,7.5,MeV
249Bk,97,152,249,327.2,d,symmetric,0.00137,symmetric,2063509489051.095,s,5.5209999,MeV
250Bk,97,153,250,3.212,h,symmetric,,,,,5.533,MeV
251Bk,97,154,251,56,m,symmetric,,,,,5.65,MeV
252Bk,97,155,252,1.8,m,symmetric,,,,,5.547,MeV
253Bk,97,156,253,10,m,limit,,,,,5.4,MeV
254Bk,97,157,254,,,,,,,,,
246Cf,98,148,246,35.7,h,symmetric,99.9946,symmetric,128526.94045478456,s,6.8616127,MeV
247Cf,98,149,247,3.11,h,symmetric,0.035,symmetric,31988571.428571425,s,6.5025408,MeV
244Cf,98,146,244,19.4,m,symmetric,75.0,symmetric,1551.9999999999998,s,7.3289581,MeV
245Cf,98,147,245,45,m,symmetric,35.3,symmetric,7648.72521246459,s,7.258465500000001,MeV
242Cf,98,144,242,3.49,m,symmetric,61.0,symmetric,343.2786885245902,s,7.5168626000000005,MeV
243Cf,98,145,243,10.6,m,symmetric,14.0,approximation,4542.857142857142,s,7.418,MeV
240Cf,98,142,240,41.2,s,symmetric,98.5,symmetric,41.82741116751269,s,7.7109834,MeV
241Cf,98,143,241,3.78,m,symmetric,15.0,symmetric,1512.0,s,7.655,MeV
238Cf,98,140,238,21.1,ms,symmetric,5.0,limit,0.422,s,8.13,MeV
239Cf,98,141,239,28,s,symmetric,65.0,symmetric,43.07692307692307,s,7.763450700000001,MeV
248Cf,98,150,248,333.5,d,symmetric,99.9971,symmetric,28815235.64183361,s,6.3611999,MeV
237Cf,98,139,237,0.8,s,symmetric,70.0,symmetric,1.142857142857143,s,8.219999900000001,MeV
255Cf,98,157,255,85,m,symmetric,,,,,5.736,MeV
256Cf,98,158,256,12.3,m,symmetric,,,,,5.5600000000000005,MeV
253Cf,98,155,253,17.78,d,symmetric,0.31,symmetric,495545806.45161295,s,6.1259499,MeV
254Cf,98,156,254,60.5,d,symmetric,0.31,symmetric,1686193548.387097,s,5.926891800000001,MeV
251Cf,98,153,251,898,y,symmetric,100.0,approximation,28338724800.0,s,6.1769599,MeV
252Cf,98,154,252,2.647,y,symmetric,96.898,symmetric,86207111.80829325,s,6.2169469,MeV
249Cf,98,151,249,350.7,y,symmetric,100.0,symmetric,11067250320.0,s,6.293292800000001,MeV
250Cf,98,152,250,13.08,y,symmetric,99.923,symmetric,413091488.4461035,s,6.128508200000001,MeV
246Es,99,147,246,7.5,m,symmetric,9.9,symmetric,4545.454545454545,s,7.642,MeV
247Es,99,148,247,4.55,m,symmetric,7.0,approximation,3899.999999999999,s,7.4638478,MeV
248Es,99,149,248,24,m,symmetric,0.3,approximation,480000.0,s,7.16,MeV
242Es,99,143,242,17.8,s,symmetric,57.0,symmetric,31.2280701754386,s,8.1601152,MeV
243Es,99,144,243,22,s,symmetric,61.0,symmetric,36.0655737704918,s,8.0721077,MeV
244Es,99,145,244,37,s,symmetric,4.0,asymmetric,925.0,s,7.936,MeV
245Es,99,146,245,1.12,m,asymmetric,54.0,symmetric,124.44444444444444,s,7.9093581,MeV
239Es,99,140,239,,,,,,,,8.435,MeV
240Es,99,141,240,6.7,s,symmetric,70.0,symmetric,9.571428571428573,s,8.2587789,MeV
241Es,99,142,241,4.3,s,asymmetric,,,,,8.2586223,MeV
257Es,99,158,257,7.7,d,symmetric,,,,,6.05,MeV
258Es,99,159,258,,,,,,,,5.884,MeV
253Es,99,154,253,20.466,d,symmetric,100.0,symmetric,1768262.4000000001,s,6.739237600000001,MeV
254Es,99,155,254,275.7,d,symmetric,100.0,approximation,23820480.0,s,6.617229900000001,MeV
255Es,99,156,255,39.8,d,symmetric,8.0,symmetric,42983999.99999999,s,6.4363399,MeV
256Es,99,157,256,25.4,m,symmetric,,,,,6.2250000000000005,MeV
249Es,99,150,249,102.2,m,symmetric,0.57,symmetric,1075789.4736842108,s,6.936,MeV
250Es,99,151,250,8.5,h,symmetric,3.0,limit,1020000.0000000001,s,6.8340000000000005,MeV
251Es,99,152,251,33,h,symmetric,0.5,symmetric,23760000.0,s,6.59711,MeV
252Es,99,153,252,471.7,d,symmetric,78.0,symmetric,52249846.15384615,s,6.738642,MeV
241Fm,100,141,241,0.73,ms,symmetric,14.0,limit,0.005214285714285714,s,8.857,MeV
245Fm,100,145,245,5.4,s,symmetric,88.5,asymmetric,6.101694915254238,s,8.44,MeV
244Fm,100,144,244,3.12,ms,symmetric,1.0,limit,0.312,s,8.55,MeV
243Fm,100,143,243,231,ms,symmetric,91.0,symmetric,0.25384615384615383,s,8.6891999,MeV
242Fm,100,142,242,0.8,ms,symmetric,,,,,8.697000000000001,MeV
249Fm,100,149,249,1.6,m,symmetric,15.6,symmetric,615.3846153846155,s,7.7090754,MeV
248Fm,100,148,248,34.5,s,symmetric,99.9,approximation,34.53453453453453,s,7.994780800000001,MeV
247Fm,100,147,247,31,s,symmetric,64.0,unreported,48.4375,s,8.2576677,MeV
246Fm,100,146,246,1.53,s,symmetric,93.6,symmetric,1.6346153846153848,s,8.379289,MeV
260Fm,100,160,260,,,,,,,,6.3,MeV
252Fm,100,152,252,25.38,h,symmetric,99.9977,symmetric,91370.10151233479,s,7.1537437,MeV
251Fm,100,151,251,5.3,h,symmetric,1.8,symmetric,1059999.9999999998,s,7.4244999,MeV
250Fm,100,150,250,30.9,m,symmetric,100.0,approximation,1854.0,s,7.557049200000001,MeV
256Fm,100,156,256,157.1,m,symmetric,8.1,symmetric,116370.37037037036,s,7.0252702000000005,MeV
255Fm,100,155,255,20.07,h,symmetric,100.0,approximation,72252.0,s,7.2405682,MeV
254Fm,100,154,254,3.24,h,symmetric,99.9408,symmetric,11670.909178233514,s,7.3072696,MeV
253Fm,100,153,253,3,d,symmetric,12.0,symmetric,2160000.0,s,7.1978999,MeV
259Fm,100,159,259,1.5,s,symmetric,,,,,6.47,MeV
258Fm,100,158,258,370,us,symmetric,,,,,6.66,MeV
257Fm,100,157,257,100.5,d,symmetric,99.79,symmetric,8701473.093496341,s,6.8636599,MeV
252Md,101,151,252,2.3,m,symmetric,,,,,7.743,MeV
251Md,101,150,251,4.27,m,symmetric,10.0,symmetric,2561.9999999999995,s,7.963439900000001,MeV
254Md,101,153,254,10,m,symmetric,,,,,7.8020000000000005,MeV
253Md,101,152,253,6.45,m,asymmetric,0.7,approximation,55285.71428571429,s,7.5730769,MeV
256Md,101,155,256,77.7,m,symmetric,9.5,symmetric,49073.68421052632,s,7.737,MeV
255Md,101,154,255,27,m,symmetric,7.0,symmetric,23142.85714285714,s,7.905606,MeV
258Md,101,157,258,51.52,d,symmetric,100.0,approximation,4451328.0,s,7.2712826999999995,MeV
257Md,101,156,257,5.52,h,symmetric,15.0,symmetric,132480.0,s,7.557069900000001,MeV
260Md,101,159,260,31.8,d,symmetric,25.0,limit,10990080.0,s,6.94,MeV
259Md,101,158,259,1.61,h,symmetric,1.3,limit,445846.1538461538,s,7.05,MeV
261Md,101,160,261,,,,,,,,6.75,MeV
262Md,101,161,262,,,,,,,,6.54,MeV
245Md,101,144,245,0.33,s,asymmetric,100.0,approximation,0.33,s,9.006,MeV
244Md,101,143,244,0.39,s,asymmetric,100.0,approximation,0.39,s,8.946999900000002,MeV
247Md,101,146,247,1.2,s,symmetric,99.14,symmetric,1.2104095218882387,s,8.7643999,MeV
246Md,101,145,246,0.9,s,symmetric,100.0,symmetric,0.9,s,8.8887896,MeV
249Md,101,148,249,25.6,s,symmetric,75.0,symmetric,34.13333333333333,s,8.441,MeV
248Md,101,147,248,7,s,symmetric,20.0,symmetric,35.0,s,8.4972929,MeV
250Md,101,149,250,53.4,s,symmetric,7.0,symmetric,762.8571428571428,s,8.1554227,MeV
261No,102,159,261,,,,,,,,7.44,MeV
260No,102,158,260,107,ms,symmetric,,,,,7.7,MeV
259No,102,157,259,58,m,symmetric,75.0,symmetric,4640.0,s,7.8539999,MeV
258No,102,156,258,1.23,ms,asymmetric,,,,,8.15,MeV
257No,102,155,257,24.5,s,symmetric,85.0,symmetric,28.823529411764707,s,8.4765999,MeV
256No,102,154,256,2.93,s,symmetric,99.47,symmetric,2.9456117422338393,s,8.5815194,MeV
255No,102,153,255,3.52,m,symmetric,30.0,symmetric,704.0,s,8.428209800000001,MeV
254No,102,152,254,51.2,s,symmetric,90.0,symmetric,56.88888888888889,s,8.2262032,MeV
253No,102,151,253,1.61,m,asymmetric,55.0,symmetric,175.63636363636363,s,8.4146374,MeV
252No,102,150,252,2.45,s,symmetric,65.3,symmetric,3.751914241960184,s,8.548661599999999,MeV
264No,102,162,264,,,,,,,,6.82,MeV
263No,102,161,263,,,,,,,,7.0,MeV
262No,102,160,262,5,ms,approximation,,,,,7.25,MeV
251No,102,149,251,0.8,s,symmetric,90.0,symmetric,0.888888888888889,s,8.751714,MeV
250No,102,148,250,4.6,us,symmetric,,,,,8.950000000000001,MeV
249No,102,147,249,37.8,ms,symmetric,100.0,approximation,0.0378,s,9.17,MeV
248No,102,146,248,,,,,,,,9.3,MeV
262Lr,103,159,262,4,h,approximation,,,,,7.99,MeV
261Lr,103,158,261,42,m,asymmetric,,,,,8.14,MeV
258Lr,103,155,258,3.86,s,asymmetric,97.4,symmetric,3.963039014373716,s,8.9044827,MeV
257Lr,103,154,257,5.9,s,symmetric,100.0,approximation,5.9,s,9.067744000000001,MeV
260Lr,103,157,260,3,m,symmetric,60.0,limit,300.0,s,8.396,MeV
259Lr,103,156,259,6.22,s,asymmetric,78.0,symmetric,7.974358974358974,s,8.584,MeV
254Lr,103,151,254,11.9,s,symmetric,71.7,symmetric,16.596931659693166,s,8.8218308,MeV
253Lr,103,150,253,0.65,s,symmetric,99.0,approximation,0.6565656565656566,s,8.9176035,MeV
256Lr,103,153,256,27.9,s,symmetric,85.0,approximation,32.8235294117647,s,8.8545692,MeV
255Lr,103,152,255,31.1,s,symmetric,99.7,symmetric,31.193580742226683,s,8.555640799999999,MeV
265Lr,103,162,265,,,,,,,,7.23,MeV
264Lr,103,161,264,4.9,h,asymmetric,,,,,7.4,MeV
266Lr,103,163,266,11,h,asymmetric,,,,,7.57,MeV
263Lr,103,160,263,,,,,,,,7.68,MeV
251Lr,103,148,251,24.4,ms,asymmetric,100.0,approximation,0.024399999999999998,s,9.469,MeV
252Lr,103,149,252,0.35,s,asymmetric,0.0,limit,,,9.1643375,MeV
268Rf,104,164,268,,,,,,,,8.040000000000001,MeV
267Rf,104,163,267,1.3,h,asymmetric,,,,,7.890000000000001,MeV
266Rf,104,162,266,,,,,,,,7.61,MeV
265Rf,104,161,265,1,m,asymmetric,,,,,7.8100000000000005,MeV
264Rf,104,160,264,,,,,,,,8.040000000000001,MeV
260Rf,104,156,260,21.7,ms,symmetric,35.0,limit,0.062,s,8.9,MeV
259Rf,104,155,259,2.5,s,asymmetric,85.0,symmetric,2.9411764705882355,s,9.13,MeV
258Rf,104,154,258,9.81,ms,symmetric,4.9,symmetric,0.20020408163265307,s,9.1961101,MeV
257Rf,104,153,257,4.5,s,symmetric,89.3,symmetric,5.039193729003359,s,9.0827769,MeV
263Rf,104,159,263,13.63,m,asymmetric,,,,,8.252,MeV
262Rf,104,158,262,47,ms,symmetric,,,,,8.49,MeV
261Rf,104,157,261,70,s,symmetric,100.0,unreported,70.0,s,8.646252800000001,MeV
256Rf,104,152,256,6.76,ms,symmetric,0.31,symmetric,2.1806451612903226,s,8.9257062,MeV
255Rf,104,151,255,1.67,s,symmetric,49.0,symmetric,3.4081632653061225,s,9.0554615,MeV
254Rf,104,150,254,22.8,us,symmetric,1.5,limit,0.0015199999999999999,s,9.21,MeV
253Rf,104,149,253,10.3,ms,symmetric,13.0,approximation,0.07923076923076924,s,9.43,MeV
269Db,105,164,269,,,,,,,,8.49,MeV
268Db,105,163,268,26.4,h,symmetric,55.0,asymmetric,172799.99999999997,s,8.26,MeV
270Db,105,165,270,15,h,asymmetric,,,,,8.31,MeV
265Db,105,160,265,,,,,,,,8.4,MeV
267Db,105,162,267,79,m,asymmetric,,,,,7.92,MeV
266Db,105,161,266,0.4,h,asymmetric,,,,,8.21,MeV
258Db,105,153,258,2.08,s,symmetric,64.0,symmetric,3.25,s,9.4368999,MeV
257Db,105,152,257,2.3,s,symmetric,94.0,limit,2.4468085106382977,s,9.2058985,MeV
260Db,105,155,260,1.51,s,symmetric,90.0,symmetric,1.6777777777777778,s,9.501,MeV
259Db,105,154,259,0.51,s,symmetric,100.0,symmetric,0.51,s,9.6187999,MeV
262Db,105,157,262,34.4,s,asymmetric,46.0,symmetric,74.78260869565217,s,9.046,MeV
261Db,105,156,261,4.1,s,asymmetric,27.0,symmetric,15.185185185185183,s,9.218,MeV
264Db,105,159,264,,,,,,,,8.56,MeV
263Db,105,158,263,27,s,asymmetric,42.0,symmetric,64.28571428571429,s,8.834,MeV
256Db,105,151,256,1.9,s,asymmetric,70.0,symmetric,2.7142857142857144,s,9.336131,MeV
255Db,105,150,255,54,ms,symmetric,,,,,9.34,MeV
264Sg,106,158,264,60,ms,asymmetric,20.0,limit,0.3,s,9.21,MeV
263Sg,106,157,263,0.9,s,asymmetric,87.0,symmetric,1.0344827586206897,s,9.403263,MeV
262Sg,106,156,262,11.4,ms,symmetric,6.0,symmetric,0.19,s,9.5998187,MeV
261Sg,106,155,261,183,ms,symmetric,98.1,symmetric,0.18654434250764526,s,9.7136999,MeV
260Sg,106,154,260,4.83,ms,symmetric,71.0,symmetric,0.006802816901408451,s,9.900587100000001,MeV
259Sg,106,153,259,0.4,s,symmetric,97.0,symmetric,0.4123711340206186,s,9.7650775,MeV
258Sg,106,152,258,2.7,ms,asymmetric,20.0,limit,0.0135,s,9.67,MeV
265Sg,106,159,265,16,s,asymmetric,50.0,limit,32.0,s,9.051,MeV
267Sg,106,161,267,1.4,m,asymmetric,17.0,approximation,494.1176470588235,s,8.625,MeV
266Sg,106,160,266,0.34,s,asymmetric,,,,,8.8,MeV
273Sg,106,167,273,,,,,,,,,
272Sg,106,166,272,,,,,,,,8.620000000000001,MeV
271Sg,106,165,271,1.6,m,asymmetric,50.0,approximation,192.0,s,8.748,MeV
270Sg,106,164,270,,,,,,,,8.870000000000001,MeV
269Sg,106,163,269,2.13,m,asymmetric,100.0,approximation,127.8,s,8.5774408,MeV
268Sg,106,162,268,,,,,,,,8.3,MeV
278Bh,107,171,278,19,m,asymmetric,50.0,limit,2280.0,s,,
277Bh,107,170,277,,,,,,,,,
276Bh,107,169,276,,,,,,,,,
262Bh,107,155,262,88,ms,asymmetric,100.0,approximation,0.088,s,10.3194999,MeV
261Bh,107,154,261,11.7,ms,asymmetric,100.0,approximation,0.0117,s,10.5002083,MeV
264Bh,107,157,264,0.99,s,asymmetric,85.0,approximation,1.1647058823529413,s,9.86,MeV
263Bh,107,156,263,,,,,,,,10.08,MeV
260Bh,107,153,260,35,ms,asymmetric,100.0,approximation,0.035,s,10.4002999,MeV
267Bh,107,160,267,16,s,asymmetric,100.0,approximation,16.0,s,9.23,MeV
273Bh,107,166,273,,,,,,,,9.11,MeV
272Bh,107,165,272,9.4,s,symmetric,100.0,approximation,9.4,s,9.302999900000001,MeV
275Bh,107,168,275,,,,,,,,,
274Bh,107,167,274,44,s,asymmetric,100.0,approximation,44.0,s,8.9399999,MeV
269Bh,107,162,269,,,,,,,,8.67,MeV
268Bh,107,161,268,,,,,,,,9.02,MeV
271Bh,107,164,271,1.5,s,asymmetric,100.0,approximation,1.5,s,9.4199999,MeV
270Bh,107,163,270,1,m,asymmetric,100.0,approximation,60.0,s,9.064499900000001,MeV
266Bh,107,159,266,10,s,asymmetric,100.0,approximation,10.0,s,9.426,MeV
265Bh,107,158,265,0.94,s,asymmetric,100.0,approximation,0.94,s,9.662,MeV
267Hs,108,159,267,53,ms,asymmetric,100.0,approximation,0.053,s,10.0375052,MeV
266Hs,108,158,266,2.97,ms,asymmetric,76.0,symmetric,0.003907894736842105,s,10.3456864,MeV
265Hs,108,157,265,1.9,ms,asymmetric,100.0,approximation,0.0019,s,10.470324399999999,MeV
271Hs,108,163,271,,,,100.0,approximation,,,9.46,MeV
270Hs,108,162,270,7.6,s,asymmetric,50.0,limit,15.2,s,9.069897800000001,MeV
269Hs,108,161,269,13,s,asymmetric,100.0,approximation,13.0,s,9.274000000000001,MeV
268Hs,108,160,268,0.4,s,asymmetric,100.0,approximation,0.4,s,9.76,MeV
275Hs,108,167,275,0.2,s,asymmetric,100.0,approximation,0.2,s,9.449999900000002,MeV
274Hs,108,166,274,,,,,,,,9.55,MeV
273Hs,108,165,273,0.51,s,asymmetric,100.0,approximation,0.51,s,9.649999900000001,MeV
272Hs,108,164,272,,,,,,,,9.78,MeV
264Hs,108,156,264,0.63,ms,asymmetric,80.0,asymmetric,0.0007875,s,10.5907541,MeV
263Hs,108,155,263,0.74,ms,asymmetric,100.0,approximation,0.00074,s,10.733499900000002,MeV
277Hs,108,169,277,3,ms,asymmetric,,,,,9.03,MeV
276Hs,108,168,276,,,,,,,,9.24,MeV
278Hs,108,170,278,,,,,,,,,
280Hs,108,172,280,,,,,,,,,
279Hs,108,171,279,,,,,,,,,
280Mt,109,171,280,,,,,,,,9.135,MeV
279Mt,109,170,279,,,,,,,,9.38,MeV
282Mt,109,173,282,,,,,,,,8.66,MeV
281Mt,109,172,281,,,,,,,,8.875,MeV
277Mt,109,168,277,3.9,ms,asymmetric,,,,,9.9,MeV
276Mt,109,167,276,0.62,s,symmetric,100.0,approximation,0.62,s,10.0999999,MeV
278Mt,109,169,278,4.5,s,asymmetric,100.0,approximation,4.5,s,9.5799999,MeV
269Mt,109,160,269,,,,,,,,10.48,MeV
271Mt,109,162,271,,,,,,,,9.91,MeV
270Mt,109,161,270,0.48,s,asymmetric,100.0,approximation,0.48,s,10.18,MeV
273Mt,109,164,273,,,,,,,,10.88,MeV
272Mt,109,163,272,,,,,,,,10.35,MeV
275Mt,109,166,275,20,ms,asymmetric,100.0,approximation,0.02,s,10.4826999,MeV
274Mt,109,165,274,0.44,s,asymmetric,100.0,approximation,0.44,s,10.595,MeV
266Mt,109,157,266,2.1,ms,symmetric,75.0,limit,0.0028000000000000004,s,10.9956467,MeV
265Mt,109,156,265,,,,,,,,11.120000000000001,MeV
268Mt,109,159,268,21,ms,asymmetric,100.0,approximation,0.021,s,10.768,MeV
267Mt,109,158,267,,,,,,,,10.870000000000001,MeV
267Ds,110,157,267,3,us,asymmetric,100.0,approximation,3e-06,s,11.7767587,MeV
269Ds,110,159,269,180,us,asymmetric,100.0,approximation,0.00017999999999999998,s,11.5095104,MeV
268Ds,110,158,268,,,,,,,,11.66,MeV
281Ds,110,171,281,12,s,asymmetric,6.0,approximation,200.0,s,9.473,MeV
280Ds,110,170,280,0.36,ms,asymmetric,,,,,9.71,MeV
284Ds,110,174,284,,,,,,,,8.615,MeV
283Ds,110,173,283,,,,,,,,8.905,MeV
282Ds,110,172,282,1.1,m,asymmetric,100.0,approximation,66.0,s,9.145,MeV
270Ds,110,160,270,0.19,ms,asymmetric,100.0,approximation,0.00019,s,11.1169933,MeV
278Ds,110,168,278,,,,,,,,10.42,MeV
277Ds,110,167,277,3.5,ms,asymmetric,100.0,approximation,0.0035,s,10.9,MeV
276Ds,110,166,276,,,,,,,,11.11,MeV
275Ds,110,165,275,,,,,,,,11.55,MeV
274Ds,110,164,274,,,,,,,,11.66,MeV
273Ds,110,163,273,190,us,asymmetric,100.0,approximation,0.00018999999999999998,s,11.3668999,MeV
272Ds,110,162,272,,,,,,,,10.69,MeV
271Ds,110,161,271,1.6,ms,asymmetric,100.0,approximation,0.0016,s,10.8699743,MeV
279Ds,110,169,279,216,ms,asymmetric,12.5,approximation,1.728,s,10.107000000000001,MeV
